"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","128","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","137","",".",".",".",".",".",".",".","99.3","0.7",".",".",".",".",".",".","."
"838","001","","83","3.855","79.5","12.0","8.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","002","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","89","3.848","78.7","12.4","9.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","37","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"900
Adv Seminar - Computer Science","002","","59","4.000","98.3",".",".",".",".",".",".","1.7",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 204 of 423",""
