"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-E Asian History:China","103
001","39","3.526","20.5","66.7","10.3","2.6","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Intro East Asian Civilizations","255
001","31","3.448","22.6","45.2","19.4","6.5","",".",".","",".","",".",".","",".",".","",".","","3.2","3.2",".","."
"Humanities Topics in EAS","300
001","11","3.955","90.9","9.1",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Social Studies Topics in EAS","301
001","6","3.833","83.3",".","16.7",".","",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Peoples Replc China 1949 on","342
001","7","3.667","42.9","28.6","14.3",".","",".",".","",".","",".",".","",".",".","",".","","14.3",".",".","."
"Samurai: History and Image","454
001","10","3.450","60.0","10.0","20.0",".","",".","10.0","",".","",".",".","",".",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","104","3.555","37.5","42.3","13.5","2.9","",".","1.0","",".","",".","",".",".","",".","",".","1.9","1.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.417","5.6","72.2","22.2",".","",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","23","3.640","39.1","52.2","8.7",".","",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","28","3.604","42.9","32.1","14.3","3.6","",".",".","",".","",".","",".",".","",".","",".","7.1",".",".","."
"Senior","","32","3.509","46.9","31.3","12.5","6.3","",".","3.1","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","101","3.548","36.6","43.6","13.9","3.0","",".","1.0","",".","",".","",".",".","",".","",".","2.0",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".",".","33.3",".","."
"","Dept. Total","104","3.555","37.5","42.3","13.5","2.9","",".","1.0","",".","",".","",".",".","",".","",".","1.9","1.0",".","."
