"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","",""
"Prob Solv Using Cmptr Tools","291","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soil Mechanics","330","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Mineralogy","360","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Env Sustain Eng","421","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sedimentary & Stratigraphy Lab","431","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Geological Engr Design","479","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundations","532","001","6","3.600","16.7","66.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Nondestructive Evaluation","534","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Applied Geophysics","594","001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Meth-Appl&Engr Geophysics","595","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hydrogeology","627","001","6","3.333","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Spec Topics-Geological Engr","801","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","032","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","890","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","074","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","","Course Total","11","",".",".",".",".",".",".",".","27.3",".",".",".","72.7",".",".",".","."
"Research and Thesis","990","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
