"Topics in Luso-Braziln Lit","640
001","","6","3.833","66.7","33.3",".",".",".","",".",".",".",".","",".",".","",".","","",".",".",".","."
"Independent Reading","899
001","","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Thesis","990
002","","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"782
PORTUG","Dept. Total","","41","3.538","63.4","14.6","7.3","2.4","2.4","",".","4.9","4.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","2.786","57.1","14.3",".",".",".","",".","28.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.589","58.3","16.7","16.7",".","8.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","27","3.386","59.3","14.8","11.1","3.7","3.7","",".","7.4",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","13","3.919","69.2","15.4",".",".",".","",".",".","15.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","41","3.538","63.4","14.6","7.3","2.4","2.4","",".","4.9","4.9","",".",".","",".","",".","",".",".",".","."
