"","990
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis Research","Course Total","12","",".",".",".",".",".",".",".","66.7","",".",".","",".","33.3",".",".",".","."
"185
ASIAN","Dept. Total","913","3.668","65.8","15.2","7.8","3.1","1.0","1.0","1.3","2.4","",".",".","",".","0.7","0.9","0.1","0.4","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.487","63.7","15.0","10.6","4.4",".","1.8","4.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","188","3.623","64.4","16.5","9.6","3.7","2.1","1.6","0.5",".","",".",".","",".",".","1.1","0.5",".","."
"Junior","","230","3.638","67.8","14.3","7.4","4.3","1.3","1.3","1.7",".","",".",".","",".",".","1.7",".",".","."
"Senior","","295","3.752","69.2","19.0","7.1","1.7","0.7","0.3","0.7","0.3","",".",".","",".","0.7","0.3",".",".","."
"Undergraduates","","826","3.653","66.9","16.6","8.2","3.3","1.1","1.1","1.5","0.1","",".",".","",".","0.2","0.8","0.1",".","."
"Special","","32","3.667","25.0","3.1","6.3","3.1",".",".",".","40.6","",".",".","",".",".",".",".","12.5","9.4"
"Graduate","","55","3.964","72.7","1.8","1.8",".",".",".",".","14.5","",".",".","",".","7.3","1.8",".",".","."
"","Dept. Total","913","3.668","65.8","15.2","7.8","3.1","1.0","1.0","1.3","2.4","",".",".","",".","0.7","0.9","0.1","0.4","0.3"
