"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
001","16","3.031","6.3","12.5","68.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.441","52.9","5.9","17.6","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","14","3.286","35.7","14.3","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","16","3.156","18.8","31.3","18.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.167","27.8","5.6","44.4","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.324","47.1",".","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
008","16","2.875","6.3","25.0","43.8","12.5","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","344
009","17","3.206","29.4","11.8","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
010","17","2.971","5.9","17.6","41.2","35.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","14","3.250","35.7",".","50.0","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
012","14","3.214","28.6",".","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.333","40.0","13.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
014","14","3.393","35.7","28.6","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.265","35.3","11.8","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
016","16","3.156","25.0","31.3","31.3",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","344
017","17","3.147","35.3","5.9","35.3","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","344
018","14","3.071","14.3","21.4","42.9","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.206","23.5","23.5","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
020","13","3.154","30.8","7.7","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.088","23.5","5.9","35.3","35.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","15","3.233","26.7","13.3","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
023","14","3.214","28.6","7.1","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
024","13","3.192","30.8","7.7","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
025","14","3.214","35.7","14.3","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
026","16","3.031","12.5","31.3","37.5","12.5",".",".","6.3",".",".",".",".",".",".",".",".","."
"","344
027","14","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
028","13","3.500","46.2","15.4","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","415","3.196","28.2","14.0","35.9","16.1","4.8","0.2","0.7",".",".",".",".",".",".",".",".","."
"","345
001","297","2.904","24.2","9.4","28.3","11.1","20.9","5.1","0.7",".",".",".",".",".","0.3",".",".","."
"","345
002","186","2.930","29.0","9.1","23.1","10.2","22.6","4.8","1.1",".",".",".",".",".",".",".",".","."
"Organic Chemistry II","Course Total","483","2.914","26.1","9.3","26.3","10.8","21.5","5.0","0.8",".",".",".",".",".","0.2",".",".","."
"","346
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","23","3.174","30.4","21.7","34.8","4.3",".","4.3","4.3",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","24","3.170","29.2","20.8","37.5","4.2",".","4.2","4.2",".",".",".",".",".",".",".",".","."
"Polymeric Materials","421
001","7","3.214","28.6","28.6","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","47","3.606","63.8","12.8","14.9","2.1","4.3","2.1",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","48","3.531","47.9","25.0","20.8","2.1","2.1","2.1",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","82","3.341","31.7","23.2","35.4","6.1","2.4",".","1.2",".",".",".",".",".",".",".",".","."
"","563
001","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","14","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
