"","990
088","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
100","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","70","",".",".",".",".",".",".",".","62.9","",".",".","",".","37.1",".",".",".","."
"192
MICROBIO","Dept. Total","1461","3.347","43.5","13.8","22.3","7.6","6.6","0.7","0.3","3.1","",".",".","",".","2.0","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.951","92.3","5.1","2.6",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","226","3.184","29.6","18.1","28.3","18.6","4.9","0.4",".",".","",".",".","",".",".",".",".",".","."
"Junior","","365","3.256","39.7","16.2","22.7","9.0","10.1","1.1","1.1",".","",".",".","",".",".",".",".",".","."
"Senior","","581","3.361","42.9","14.5","27.9","5.9","7.7","0.7",".",".","",".",".","",".","0.5",".",".",".","."
"Undergraduates","","1211","3.301","41.0","15.4","25.6","9.0","7.7","0.7","0.3",".","",".",".","",".","0.2",".",".",".","."
"Special","","27","3.200","33.3","11.1","29.6","3.7","14.8","3.7",".",".","",".",".","",".",".",".",".","3.7","."
"Graduate","","218","3.875","58.3","5.5","3.2","0.5",".",".",".","20.6","",".",".","",".","11.5","0.5",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".","50.0",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".","20.0",".",".",".","."
"","Dept. Total","1461","3.347","43.5","13.8","22.3","7.6","6.6","0.7","0.3","3.1","",".",".","",".","2.0","0.1",".","0.1","."
