"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Genetics in the News
133","001","","299","3.693","66.2","18.1","8.0","4.0","1.3","0.7","0.7",".",".",".",".",".","0.3",".","0.7","."
"155","001","","64","3.938","93.8","3.1","1.6",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"155","002","","50","3.850","94.0","2.0",".",".",".","2.0","2.0",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Genetics","Course Total","","114","3.899","93.9","2.6","0.9",".","0.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","144","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"Special Topics
375","001","","31","3.935","93.5","3.2",".","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ
399","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Genetics
466","001","","149","2.894","18.1","8.7","30.9","9.4","22.1","2.7",".","1.3",".",".",".",".",".",".","6.7","."
"General Genetics 1
467","001","","102","3.054","21.6","25.5","22.5","14.7","11.8","2.0","2.0",".",".",".",".",".",".",".",".","."
"Neurogenetics
520","001","","59","3.797","69.5","22.0","6.8","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"522","001","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"522","002","","19","3.789","73.7","10.5","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating Evolutionary Bio","Course Total","","25","3.806","72.0","12.0","12.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Dev Gen for Conserv Regen
527","001","","44","3.905","81.8","11.4",".","2.3",".",".",".",".",".",".",".",".","4.5",".",".","."
"Genetics Laboratory
545","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Genetics
565","001","","56","3.188","17.9","28.6","35.7","8.9","8.9",".",".",".",".",".",".",".",".",".",".","."
"Companion Research Seminar
567","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Immunogenetics
588","001","","45","3.956","93.3","4.4","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prokaryotic Molecular Biol
612","001","","14","3.393","35.7","35.7","21.4",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Plant Genetics
631","001","","42","3.810","85.7","7.1","2.4","2.4",".",".","2.4",".",".",".",".",".",".",".",".","."
"Biology and Genetics of Fungi
655","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics in Genetics
677","001","","21","3.718","52.4","38.1","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","133","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","135","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","","Page 24 of 478"
