"","990
046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
052","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
054","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","67","",".",".",".",".",".",".",".","52.2",".",".",".","47.8",".",".",".","."
"396
F&W ECOL","Dept. Total","687","3.427","44.5","16.7","12.7","4.4","6.6","1.2","0.7","6.4",".",".",".","4.7","1.2",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.273","50.0","17.6","6.8","8.1","13.5","1.4","2.7",".",".",".",".",".",".",".",".","."
"Sophomore","","102","3.302","47.1","21.6","13.7","5.9","7.8","2.9","1.0",".",".",".",".",".",".",".",".","."
"Junior","","160","3.318","42.5","24.4","15.6","5.6","8.1","2.5","1.3",".",".",".",".",".",".",".",".","."
"Senior","","236","3.536","53.8","16.5","16.5","3.8","5.9",".",".",".",".",".",".",".","3.4",".",".","."
"Undergraduates","","572","3.401","49.0","19.8","14.5","5.2","7.9","1.4","0.9",".",".",".",".",".","1.4",".",".","."
"Special","","16","3.857","37.5",".","6.3",".",".",".",".","12.5",".",".",".",".",".",".","43.8","."
"Graduate","","99","3.827","20.2","2.0","3.0",".",".",".",".","42.4",".",".",".","32.3",".",".",".","."
"","Dept. Total","687","3.427","44.5","16.7","12.7","4.4","6.6","1.2","0.7","6.4",".",".",".","4.7","1.2",".","1.0","."
