"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"","229","002","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","229","003","45","3.477","35.6","33.3","20.0","6.7","2.2",".",".",".",".",".",".",".","2.2",".",".","."
"Transnational/Comp Hstry (Hum)","","Course Total","75","3.451","36.0","28.0","20.0","6.7","4.0",".",".","1.3",".",".",".",".","1.3",".","2.7","."
"Colonial Latin America","243","001","32","3.554","56.3","21.9","3.1",".",".",".","6.3","9.4",".",".",".",".",".","3.1",".","."
"SE Asian Refugees of Cold War","246","001","49","3.883","73.5","22.4",".",".",".",".",".",".",".",".",".",".",".",".","4.1","."
"Intro East Asian Civilizations","255","001","14","3.577","42.9","35.7","7.1",".","7.1",".",".",".",".",".",".",".",".","7.1",".","."
"American Legal History to 1860","261","001","18","3.361","22.2","38.9","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","43","3.565","20.9","41.9","7.0","2.3",".",".",".","27.9",".",".",".",".",".",".",".","."
"History at Work","300","001","35","3.713","68.6","17.1","8.6","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"A History of Greek Civ","303","001","81","3.445","29.6","23.5","17.3","7.4",".","1.2",".","21.0",".",".",".",".",".",".",".","."
"Environmental History: Europe","328","001","6","2.875",".","33.3",".","16.7","16.7",".",".","33.3",".",".",".",".",".",".",".","."
"Hist-China 589 AD-1919","337","001","16","3.667","75.0","6.3",".","6.3",".","6.3",".","6.3",".",".",".",".",".",".",".","."
"Military Hist-United States","345","001","89","3.570","42.7","22.5","6.7","5.6",".","1.1","1.1","20.2",".",".",".",".",".",".",".","."
"France from 1799-1914","348","001","30","3.529","20.0","26.7","6.7",".","3.3",".",".","43.3",".",".",".",".",".",".",".","."
"First World War","350","001","122","3.781","45.1","2.5","0.8","0.8","1.6","1.6",".","47.5",".",".",".",".",".",".",".","."
"History-Europe Since 1945","359","001","50","3.473","30.0","30.0","4.0","8.0",".",".","2.0","26.0",".",".",".",".",".",".",".","."
"The Cold War","375","001","82","3.853","57.3","9.8","1.2","1.2","1.2",".",".","29.3",".",".",".",".",".",".",".","."
"Public History Workshop","401","001","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History-American Education","412","001","28","3.679","53.6","35.7","3.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"History of Russia","418","001","39","3.500","35.9","20.5","12.8","2.6",".",".","2.6","20.5",".",".",".",".","2.6","2.6",".","."
"The History of Punishment","426","001","23","3.714","52.2","30.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","8.7","."
"History of Scand to 1815","431","001","27","3.646","33.3","48.1","7.4",".",".",".",".",".",".",".",".",".","7.4","3.7",".","."
"Amer Environmental History","460","001","37","3.500","35.1","21.6","13.5",".","2.7","2.7",".",".",".",".",".",".",".",".","24.3","."
"","500","001","13","3.692","61.5","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","500","002","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500","003","9","3.722","77.8","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","500","004","15","3.679","40.0","46.7","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","500","005","13","3.538","30.8","46.2","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","64","3.722","59.4","28.1","7.8","1.6","1.6",".",".",".",".",".",".",".","1.6",".",".","."
"Anti-Semitism-European Culture","518","001","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of U.S. Media","560","001","10","3.500","70.0",".","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","600","001","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","002","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","005","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","006","16","3.375","43.8","18.8","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","600","007","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","008","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","600","009","8","2.938",".","75.0",".","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","","Course Total","90","3.719","67.8","20.0","6.7","2.2",".","1.1","1.1",".",".",".",".",".","1.1",".",".","."
