"Greek Tragedy","521
001
9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","890
023
1","***","","","","","","","","","",".",".",".",".",".",".","."
"428
GREEK","Dept. Total
26","3.543","53.8","30.8","3.8","3.8",".",".","3.8","3.8",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","",""
"Freshmen","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sophomore","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","14","3.449","64.3","21.4",".","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Graduate","12","3.682","41.7","41.7","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","Dept. Total
26","3.543","53.8","30.8","3.8","3.8",".",".","3.8","3.8",".",".",".",".",".",".",".","."
