"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3461","3.744","67.6","14.8","8.8","2.9","1.5","0.3","0.1","1.9","",".","1.8","",".","0.1","0.1","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.368","60.5","2.6","10.5","13.2","7.9","5.3",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","54","3.398","55.6","9.3","13.0","11.1","7.4","3.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","48","3.453","47.9","14.6","22.9","6.3","4.2","2.1",".",".","",".",".","",".",".",".","2.1",".","."
"Senior","","101","3.758","77.2","8.9","7.9","1.0","4.0","1.0",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","241","3.582","63.9","9.1","12.4","6.2","5.4","2.5",".",".","",".",".","",".",".",".","0.4",".","."
"Special","","91","3.865","73.6","15.4","4.4","1.1",".",".",".","2.2","",".",".","",".",".",".","2.2","1.1","."
"Graduate","","518","3.864","60.0","11.4","3.1","0.2","0.2",".",".","12.0","",".","11.8","",".","0.8","0.6",".",".","."
"Prof Yr 1","","913","3.590","58.1","18.7","15.3","5.1","2.3","0.2","0.2",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","708","3.667","71.0","15.1","9.2","2.7","1.7","0.1","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","620","3.748","73.2","16.8","6.9","2.3","0.6",".",".","0.2","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","370","3.911","87.0","9.7","1.9","1.4",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2611","3.738","69.3","16.0","9.8","3.3","1.4","0.1","0.1","0.0","",".",".","",".",".",".",".",".","."
"","College Total","3461","3.744","67.6","14.8","8.8","2.9","1.5","0.3","0.1","1.9","",".","1.8","",".","0.1","0.1","0.1","0.0","."
