"","990
021","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","34","",".",".",".",".",".",".",".","76.5","",".",".","",".","20.6","2.9",".",".","."
"Independent Reading","999
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"310
ED POL","Dept. Total","1797","3.856","81.7","9.2","3.3","1.1","1.0","0.3","0.3","1.4","",".","0.6","",".","0.4","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","235","3.828","81.3","11.9","3.0","0.9","0.9",".","1.3",".","",".",".","",".",".","0.9",".",".","."
"Sophomore","","406","3.836","80.3","12.3","4.4","1.0","1.2","0.2","0.2",".","",".",".","",".",".","0.2",".",".","."
"Junior","","474","3.845","84.0","8.6","4.2","1.1","0.6","0.6","0.4",".","",".",".","",".",".","0.4",".",".","."
"Senior","","545","3.873","85.9","7.9","2.6","1.7","1.5","0.2",".",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","1660","3.849","83.3","9.8","3.6","1.2","1.1","0.3","0.4",".","",".",".","",".",".","0.4",".",".","."
"Special","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","131","3.994","61.8","0.8",".",".",".",".",".","19.8","",".","7.6","",".","5.3","4.6",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1797","3.856","81.7","9.2","3.3","1.1","1.0","0.3","0.3","1.4","",".","0.6","",".","0.4","0.7",".",".","."
