"L&S","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","Dept. Total","1762","3.088","27.9","13.5","30.4","7.3","15.4","3.9","1.1","",".","",".",".","",".","0.4","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","275","2.504","9.5","11.6","25.8","9.1","30.5","8.7","4.4","",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","788","3.059","24.9","14.3","33.9","7.6","15.1","3.4","0.6","",".","",".",".","",".",".","0.1",".",".","."
"Junior","","574","3.290","38.3","12.5","30.0","6.8","9.6","2.3","0.3","",".","",".",".","",".",".","0.2",".",".","."
"Senior","","114","3.315","40.4","15.8","20.2","3.5","11.4","2.6",".","",".","",".",".","",".","6.1",".",".",".","."
"Undergraduates","","1751","3.087","27.9","13.4","30.4","7.3","15.5","3.8","1.1","",".","",".",".","",".","0.4","0.2",".",".","."
"Special","","11","3.233","27.3","27.3","18.2","9.1","9.1","9.1",".","",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1762","3.088","27.9","13.5","30.4","7.3","15.4","3.9","1.1","",".","",".",".","",".","0.4","0.2",".",".","."
