"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Electrodynamics II
320","001","","38","3.553","39.5","39.5","13.2","7.9",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems
330","001","","81","3.549","60.5","13.6","8.6","9.9","7.4",".",".",".",".",".",".",".",".",".",".","."
"Intro-Randm Sig Analysis&Stats
331","001","","72","2.972","19.4","20.8","26.4","9.7","18.1","2.8","1.4",".",".",".",".",".",".","1.4",".","."
"Feedback Control Systems
332","001","","48","3.479","41.7","41.7","6.3","4.2","2.1","2.1","2.1",".",".",".",".",".",".",".",".","."
"340","001","","97","3.670","62.9","18.6","11.3","4.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"340","002","","65","2.931","15.4","29.2","20.0","21.5","3.1","9.2","1.5",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","Course Total","","162","3.373","43.8","22.8","14.8","11.1","3.1","3.7","0.6",".",".",".",".",".",".",".",".","."
"Electronic Circuits II
342","001","","76","3.737","88.2",".","5.3",".","1.3","2.6","2.6",".",".",".",".",".",".",".",".","."
"352","001","","89","3.403","30.3","39.3","13.5","11.2","4.5",".",".",".",".",".",".",".",".",".","1.1","."
"352","002","","72","3.338","25.0","33.3","27.8","8.3","4.2",".",".",".",".",".",".",".","1.4",".",".","."
"Digital System Fundamentals","Course Total","","161","3.374","28.0","36.6","19.9","9.9","4.3",".",".",".",".",".",".",".","0.6",".","0.6","."
"Intro to Microprocessor Sys
353","001","","86","3.517","53.5","15.1","17.4","9.3","4.7",".",".",".",".",".",".",".",".",".",".","."
"354","001","","46","2.859","15.2","10.9","32.6","26.1","8.7","6.5",".",".",".",".",".",".",".",".",".","."
"354","002","","65","3.131","23.1","20.0","29.2","15.4","12.3",".",".",".",".",".",".",".",".",".",".","."
"354","003","","8","3.375","37.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","","119","3.042","21.0","16.0","31.1","19.3","10.1","2.5",".",".",".",".",".",".",".",".",".","."
"370","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"370","002","","17","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"370","004","","15","3.893","73.3","20.0",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"370","005","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","63","3.943","87.3","7.9","1.6",".",".",".",".",".",".",".",".",".",".","3.2",".","."
"399","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 132 of 478",""
