"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"Problems- Land Law Seminar
928","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","001","","26","1.962","23.1",".","34.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","002","","9","1.250","11.1",".","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"940","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","007","","15","1.200","20.0",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","010","","26","1.280","19.2",".","15.4",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"940","012","","25","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"940","013","","18","1.667","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","015","","6","2.000","16.7",".","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"940","016","","23","1.909","26.1",".","26.1",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"940","017","","13","0.923","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","","163","1.596","17.8",".","19.0",".",".",".",".","14.7",".",".",".",".",".",".",".","3.1"
"European Union Law
942","001","","14","2.000","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"950","002","","11","0.700","9.1",".","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"950","004","","14","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"950","005","","49","",".",".",".",".",".",".",".","81.6",".",".",".",".",".",".",".","18.4"
"950","006","","15","1.067","13.3",".","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"950","007","","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"950","008","","8","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"950","009","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills","Course Total","","120","0.890","2.5",".","4.2",".","0.8",".",".","60.0",".",".",".",".",".",".",".","12.5"
"Intro to Estate Planning
957","001","","10","1.100","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Modernization-Smr
981","001","","6","0.500",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Envrnmtl Law
988","001","","26","1.340","15.4","3.8","15.4",".","3.8",".",".","3.8",".",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","152","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7",".",".","."
"990","162","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 379 of 478",""
