"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3206","3.528","42.1","8.1","7.9","1.8","1.9","0.6","0.3","36.6","",".",".","",".","0.6","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.824","92.9",".",".",".","7.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","22","3.902","81.8","9.1","4.5",".",".",".",".",".","",".",".","",".",".",".",".","4.5","."
"Junior","","31","3.402","67.7","9.7","12.9",".","6.5",".","3.2",".","",".",".","",".",".",".",".",".","."
"Senior","","63","3.397","63.5","3.2","17.5","1.6","11.1","1.6",".",".","",".",".","",".",".",".",".","1.6","."
"Undergraduates","","130","3.519","70.8","5.4","12.3","0.8","7.7","0.8","0.8",".","",".",".","",".",".",".",".","1.5","."
"Special","","25","4.000","20.0",".",".",".",".",".",".","80.0","",".",".","",".",".",".",".",".","."
"Graduate","","68","3.639","23.5","2.9","5.9",".",".",".",".","42.6","",".",".","",".","25.0",".",".",".","."
"Prof Yr 1","","525","3.337","55.2","14.3","13.5","4.2","3.6","2.9","1.7","4.4","",".",".","",".","0.2",".",".",".","."
"Prof Yr 2","","809","3.784","62.7","14.6","7.0","1.9","0.4",".",".","13.5","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","790","3.335","22.9","7.2","13.3","2.5","3.7","0.4",".","49.9","",".",".","",".",".","0.1",".",".","."
"Prof Yr 4","","953","4.000","27.2",".",".",".",".",".",".","72.5","",".",".","",".",".","0.3",".",".","."
"Professionals","","3077","3.527","40.2","8.1","7.6","1.9","1.7","0.6","0.3","39.6","",".",".","",".","0.0","0.1",".",".","."
"","College Total","3300","3.528","40.9","7.8","7.7","1.8","1.8","0.6","0.3","38.4","",".",".","",".","0.5","0.1",".","0.1","."
