"TERM : 1252","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2024-2025","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","Dept. Total","523","3.694","57.6","16.3","5.7","3.3","1.0","0.4","0.8","0.4","",".","13.6","0.2","",".","0.6","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","126","3.631","44.4","22.2","7.1","3.2","1.6",".","0.8",".","",".","19.0","0.8","",".","0.8",".",".","."
"Sophomore","","126","3.699","51.6","15.9","2.4","4.8","0.8",".","0.8",".","",".","22.2",".","",".","1.6",".",".","."
"Junior","","108","3.692","62.0","12.0","4.6","1.9","1.9","1.9","0.9",".","",".","14.8",".","",".",".",".",".","."
"Senior","","151","3.736","69.5","15.2","8.6","3.3",".",".","0.7",".","",".","2.0",".","",".",".","0.7",".","."
"Undergraduates","","511","3.690","57.3","16.4","5.9","3.3","1.0","0.4","0.8",".","",".","13.9","0.2","",".","0.6","0.2",".","."
"Special","","6","3.833","33.3","16.7",".",".",".",".",".","33.3","",".",".",".","",".",".",".","16.7","."
"Graduate","","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","523","3.694","57.6","16.3","5.7","3.3","1.0","0.4","0.8","0.4","",".","13.6","0.2","",".","0.6","0.2","0.2","."
