"","775
007","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","192","",".",".",".",".",".",".",".","98.4",".",".",".",".","1.6",".",".","."
"623
MED SC-V","Dept. Total","847","3.440","25.5","3.5","6.6","1.7","2.1","0.2",".","60.0",".",".",".",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 1","","29","4.000","89.7",".",".",".",".",".",".","10.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","29","4.000","51.7",".",".",".",".",".",".","48.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","320","3.331","27.2","9.4","17.5","4.4","5.6","0.6",".","35.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","543","4.000","16.0",".",".",".",".",".",".","83.4",".",".",".",".","0.6",".",".","."
"Professionals","","921","3.439","23.3","3.3","6.1","1.5","2.0","0.2",".","63.3",".",".",".",".","0.3",".",".","."
"","Dept. Total","941","3.440","23.0","3.2","6.0","1.5","1.9","0.2",".","64.0",".",".",".",".","0.3",".",".","."
