"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
508
ITALIAN","245","3.796","74.3","11.8","7.3","2.0","1.6","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","41","3.790","80.5","4.9","9.8","2.4","2.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","63","3.759","74.6","11.1","9.5","1.6","3.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","60","3.867","80.0","15.0","1.7","3.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","46","3.859","78.3","15.2","6.5",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","210","3.817","78.1","11.9","6.7","1.9","1.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","6","2.957","16.7","16.7","33.3","16.7","16.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","29","3.838","58.6","10.3","6.9",".",".","",".","",".","24.1","",".",".","",".","",".","",".",".",".","."
"Dept. Total","245","3.796","74.3","11.8","7.3","2.0","1.6","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
