"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"890","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","010","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"890","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","103","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","108","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","111","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","113","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","114","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","115","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 136 of 478",""
