"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Advancing to Biology PhD Study
695","001","","29","3.862","86.2","6.9","3.4",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","12","3.923","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","148","","6","3.900","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","150","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","162","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","61","3.938","95.1","1.6","1.6","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Genetics
701","001","","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Developmental Genetics
710","001","","11","3.455","45.5","9.1","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Evolution
820","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Genomic-Proteomic Analysis
885","001","","15","3.433","13.3","73.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Plant Breeding
957","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","","Page 25 of 478"
