"EDU","","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY & PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","Dept. Total","1399","3.175","39.0","15.4","20.0","8.5","11.7","3.9","1.5","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.053","26.3","15.8","42.1","5.3",".","5.3","5.3","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","177","2.797","15.3","20.3","18.6","16.9","21.5","5.6","1.7","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","344","3.095","37.2","13.4","20.6","8.1","12.8","5.8","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","842","3.291","44.7","15.2","19.7","7.0","9.5","2.7","1.2","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1382","3.173","38.8","15.4","20.1","8.5","11.7","3.9","1.5","",".","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.444","61.5","7.7","15.4",".","7.7","7.7",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","1399","3.175","39.0","15.4","20.0","8.5","11.7","3.9","1.5","",".","",".",".","",".","",".","",".",".",".","."
