"","990
022","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
068","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
072","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","6","",".",".",".",".",".",".","",".","66.7","",".",".","",".","33.3","",".",".",".","."
"241
R M I","Dept. Total","397","3.395","36.3","24.2","27.5","5.8","3.8","0.5","",".","1.5","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","27","3.481","40.7","18.5","37.0","3.7",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","106","3.304","35.8","19.8","30.2","7.5","4.7","1.9","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","193","3.415","36.3","25.4","29.0","6.2","3.1",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","326","3.386","36.5","23.0","30.1","6.4","3.4","0.6","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","17","2.967","17.6","5.9","35.3","11.8","17.6",".","",".","11.8","",".",".","",".",".","",".",".",".","."
"Graduate","","53","3.616","41.5","35.8","9.4",".","1.9",".","",".","7.5","",".",".","",".","3.8","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","397","3.395","36.3","24.2","27.5","5.8","3.8","0.5","",".","1.5","",".",".","",".","0.5","",".",".",".","."
