"","990
191","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
199","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
200","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","76","",".",".",".",".","",".","",".","",".","72.4","",".",".","",".","15.8",".",".","11.8","."
"704
PATH","Dept. Total","474","3.854","18.1","3.8","1.5","0.2","",".","",".","",".","55.9","",".","15.8","",".","2.5","0.2",".","1.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.917","83.3","16.7",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","4","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","10","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","13","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","33","3.984","97.0","3.0",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","265","3.788","41.9","6.4","2.6","0.4","",".","",".","",".","18.5","",".","23.0","",".","3.8","0.4",".","3.0","."
"Prof Yr 2","","5","***","","","","","","","","","","","","","","100.0","",".",".",".",".",".","."
"Prof Yr 3","","19","#Num!","5.3",".",".",".","",".","",".","",".","31.6","",".","47.4","",".","10.5",".",".","5.3","."
"Prof Yr 4","","210","4.000","0.5",".",".",".","",".","",".","",".","99.5","",".",".","",".",".",".",".",".","."
"Professionals","","234","4.000","0.9",".",".",".","",".","",".","",".","91.9","",".","6.0","",".","0.9",".",".","0.4","."
"","Dept. Total","534","3.854","27.3","3.4","1.3","0.2","",".","",".","",".","49.6","",".","14.0","",".","2.2","0.2",".","1.7","."
