"Dissertator Research&Thesis","Course Total","29","",".",".",".",".",".",".",".","82.8",".",".","",".","17.2",".",".",".","."
"","999
004","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
008","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","",""
"612
M E","Dept. Total","3280","3.580","51.6","20.0","14.5","4.6","1.6","0.4","0.5","5.9","0.1","0.2","",".","0.5","0.1",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.723","75.2","12.4","6.6","1.7","1.7","0.8","1.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","230","3.899","86.5","8.3","4.3","0.9",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","579","3.533","52.8","22.8","16.1","5.2","1.7","0.3","0.9",".",".",".","",".",".","0.2",".",".","."
"Senior","","1807","3.527","48.8","24.1","18.4","6.0","2.0","0.3","0.4",".",".",".","",".",".","0.1",".",".","."
"Undergraduates","","2737","3.566","54.0","22.0","16.2","5.2","1.8","0.3","0.5",".",".",".","",".",".","0.1",".",".","."
"Special","","30","3.333","40.0","20.0","23.3","6.7","6.7","3.3",".",".",".",".","",".",".",".",".",".","."
"Graduate","","582","3.730","35.1","8.2","4.6","1.0","0.7","0.3","0.2","45.0","0.3","1.2","",".","2.9","0.2",".","0.2","."
"","Dept. Total","3349","3.580","50.6","19.6","14.2","4.5","1.6","0.4","0.4","7.8","0.1","0.2","",".","0.5","0.1",".","0.0","."
