"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Introductory Topology I","751
001","22","3.636","59.1","22.7","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Differentiable Manifolds","761
001","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763
001","22","3.750","68.2","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Applied Math","801
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Real Analysis","821
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Complex Analysis","823
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourier Analysis","827
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Representation Theory","843
001","27","3.926","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Geometry","865
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Teaching Seminar","900
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","921
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","921
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","921
004","7","3.882","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Analysis","Course Total","18","3.952","94.4",".",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","941
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","941
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","941
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","941
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","Course Total","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","951
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","951
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Topology","Course Total","5","***","","","","","","","","","","","","","","","",""
"","96
001","35","2.629","11.4","17.1","20.0","22.9","20.0",".","8.6",".",".",".",".",".",".",".",".","."
"","96
003","41","2.476","14.6","4.9","34.1","17.1","7.3","12.2","9.8",".",".",".",".",".",".",".",".","."
"","96
004","41","2.829","22.0","26.8","24.4","2.4","7.3","7.3","9.8",".",".",".",".",".",".",".",".","."
"","96
006","43","2.744","18.6","18.6","20.9","9.3","20.9","7.0","4.7",".",".",".",".",".",".",".",".","."
"","96
008","50","2.800","26.0","16.0","18.0","8.0","18.0","10.0","4.0",".",".",".",".",".",".",".",".","."
"","96
009","46","2.783","26.1","10.9","21.7","6.5","23.9","6.5","4.3",".",".",".",".",".",".",".",".","."
"","96
010","43","2.977","25.6","20.9","25.6","11.6","7.0","2.3","7.0",".",".",".",".",".",".",".",".","."
"","96
011","35","2.671","11.4","22.9","17.1","25.7","8.6","8.6","5.7",".",".",".",".",".",".",".",".","."
"","96
013","41","2.793","22.0","12.2","29.3","9.8","14.6","7.3","4.9",".",".",".",".",".",".",".",".","."
"","96
014","34","2.742","23.5","8.8","17.6","8.8","20.6","8.8","2.9",".",".",".",".",".","8.8",".",".","."
"","96
015","43","2.965","27.9","30.2","9.3","9.3","11.6","4.7","7.0",".",".",".",".",".",".",".",".","."
"","96
017","46","2.696","23.9","13.0","19.6","8.7","15.2","17.4","2.2",".",".",".",".",".",".",".",".","."
"","96
018","42","2.714","14.3","28.6","21.4","4.8","11.9","14.3","4.8",".",".",".",".",".",".",".",".","."
"","96
025","38","2.645","18.4","13.2","15.8","10.5","31.6","7.9","2.6",".",".",".",".",".",".",".",".","."
"Preparatory Algebra","Course Total","578","2.752","20.8","17.5","21.1","10.7","15.6","8.3","5.5",".",".",".",".",".","0.5",".",".","."
"","967
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","967
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Number Theory","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
