"Research and Thesis","Course Total","31","",".",".",".",".",".",".",".","90.3","",".",".","",".","9.7",".",".",".","."
"","999
083","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
107","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"108
A A E","Dept. Total","707","3.503","54.0","19.4","11.5","3.8","3.1","1.3","0.8","4.7","",".",".","",".","0.4","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","2.915","23.1","15.4","23.1","15.4","23.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","105","3.347","48.6","22.9","15.2","3.8","6.7","1.9","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","171","3.492","54.4","23.4","12.3","4.7","2.9","1.2","0.6",".","",".",".","",".",".","0.6",".",".","."
"Senior","","202","3.517","55.9","19.8","13.9","5.4","3.0","1.5",".",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","491","3.453","53.0","21.6","13.8","5.1","4.3","1.4","0.4",".","",".",".","",".",".","0.4",".",".","."
"Special","","43","3.639","58.1","9.3","11.6","2.3",".",".","2.3","16.3","",".",".","",".",".",".",".",".","."
"Graduate","","173","3.668","56.1","15.6","4.6","0.6","0.6","1.2","1.7","15.0","",".",".","",".","1.7","2.9",".",".","."
"","Dept. Total","707","3.503","54.0","19.4","11.5","3.8","3.1","1.3","0.8","4.7","",".",".","",".","0.4","1.0",".",".","."
