"","990
036","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
043","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
044","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","59.5","",".",".","",".","40.5",".",".",".","."
"420
GEOSCI","Dept. Total","1569","3.489","44.2","26.2","12.6","4.1","3.3","0.4","0.6","6.1","",".","0.3","",".","1.3","0.1","0.5","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","240","3.386","35.0","31.7","20.0","6.3","5.8","1.3",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","452","3.512","45.4","32.1","14.2","4.0","3.1",".","1.3",".","",".",".","",".",".",".",".",".","."
"Junior","","363","3.453","45.7","28.7","15.4","4.4","3.3","0.8","0.8",".","",".","0.3","",".",".",".","0.6",".","."
"Senior","","309","3.527","54.4","25.9","8.4","4.9","3.6","0.3","0.3",".","",".","1.0","",".","1.3",".",".",".","."
"Undergraduates","","1364","3.474","45.7","29.7","14.2","4.7","3.7","0.5","0.7",".","",".","0.3","",".","0.3",".","0.1",".","."
"Special","","80","3.950","3.8","1.3",".",".",".",".",".","85.0","",".",".","",".",".",".","7.5","2.5","."
"Graduate","","125","3.818","54.4","4.0","3.2",".","0.8",".",".","21.6","",".","0.8","",".","13.6","1.6",".",".","."
"","Dept. Total","1569","3.489","44.2","26.2","12.6","4.1","3.3","0.4","0.6","6.1","",".","0.3","",".","1.3","0.1","0.5","0.1","."
