"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"","360","204","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360","224","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Performance in Practice","","Course Total","","46","3.994","97.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Backstage Laboratory II","361","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Costume Design I","363","001","","9","3.625","55.6","22.2",".",".","11.1",".",".",".",".",".",".",".","11.1",".",".","."
"Makeup for the Theatre","364","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","366","001","","8","3.769","75.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Script Analysis","367","001","","10","3.389","60.0","10.0","10.0",".",".",".","10.0",".",".",".",".",".","10.0",".",".","."
"Set Design I","372","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scenic Painting","472","002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business of Acting","501","001","","23","3.261","34.8","30.4","17.4","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"Acting Shakespeare","541","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Backstage Laboratory III","561","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Postcolonial Theatre","577","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Concepts Stage Management","579","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topics-Theatre&Drama","619","001","","19","3.684","57.9","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Costume Design III","763","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
