"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
012","25","3.580","52.0","28.0","12.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"","226
013","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","23","3.955","87.0","8.7",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","226
015","20","3.475","35.0","25.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","242","3.824","76.0","13.6","9.1",".","0.8",".",".","0.4",".",".",".",".",".",".",".","."
"","311
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","20","3.750","75.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","19","3.684","52.6","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","130","3.873","83.1","10.8","4.6","0.8","0.8",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
002","21","3.333","38.1","9.5","38.1","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","35","3.500","48.6","14.3","28.6","5.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"Structure of Modern Spanish","321
001","16","3.563","56.3","12.5","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","325
001","24","3.543","58.3","20.8","8.3",".","4.2",".","4.2",".",".",".",".",".","4.2",".",".","."
"","326
001","27","2.852","18.5","18.5","14.8","18.5","25.9","3.7",".",".",".",".",".",".",".",".",".","."
"","326
002","23","3.478","47.8","26.1","8.7","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","50","3.140","32.0","22.0","12.0","14.0","18.0","2.0",".",".",".",".",".",".",".",".",".","."
"","329
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","329
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish for Business","Course Total","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","25","3.900","88.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture and the Environment","445
002","18","3.500","55.6","33.3",".",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","446
001","25","3.640","60.0","24.0","8.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"","446
002","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","Course Total","50","3.820","80.0","12.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","468
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","30","3.317","46.7","16.7","13.3","6.7","13.3","3.3",".",".",".",".",".",".",".",".",".","."
"","468
003","22","3.841","81.8","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","468
004","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","88","3.727","77.3","9.1","4.5","2.3","5.7","1.1",".",".",".",".",".",".",".",".",".","."
"Topics in Latinx Culture","469
001","14","3.821","85.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Hispanic Screen Studies","472
001","7","2.857","42.9",".","28.6",".",".","28.6",".",".",".",".",".",".",".",".",".","."
"Human Rights in Literature","479
001","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Topics-Hispanic Linguistics","630
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","Page 358 of 478",""
