"BUS","","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
236
M H R","2198","3.538","47.1","26.6","20.3","3.7","1.4","0.4","0.1","0.2","",".",".","",".","0.1","",".",".","0.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","32","3.359","31.3","21.9","43.8",".",".","3.1",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","283","3.313","20.5","36.0","34.3","6.0","2.5","0.4","0.4",".","",".",".","",".",".","",".",".",".","."
"Junior","651","3.423","32.4","33.6","24.6","6.6","2.2","0.5","0.2",".","",".",".","",".",".","",".",".",".","."
"Senior","711","3.622","51.9","26.0","18.7","2.4","0.6","0.4",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","1677","3.487","38.6","30.6","24.1","4.6","1.5","0.5","0.1",".","",".",".","",".",".","",".",".",".","."
"Special","53","3.310","37.7","20.8","22.6","9.4","7.5",".","1.9",".","",".",".","",".",".","",".",".",".","."
"Graduate","461","3.836","78.3","12.8","6.5",".","0.4","0.2",".","1.1","",".",".","",".","0.4","",".",".","0.2","."
"Prof Yr 3","7","3.925","85.7","14.3",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","7","3.925","85.7","14.3",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Dept. Total","2198","3.538","47.1","26.6","20.3","3.7","1.4","0.4","0.1","0.2","",".",".","",".","0.1","",".",".","0.0","."
