"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","14","3.250","14.3","64.3","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"100","002","","15","3.367","20.0","40.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","003","","15","3.600","33.3","60.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","15","3.167","20.0","40.0","13.3","6.7","20.0",".",".",".",".",".",".",".",".",".",".","."
"100","006","","13","3.577","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","007","","15","3.700","66.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","008","","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","009","","15","3.533","46.7","33.3","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","010","","15","3.567","40.0","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","15","3.100","33.3","20.0","20.0","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"100","013","","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","15","3.667","46.7","46.7",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","15","3.500","60.0","13.3","6.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"100","017","","15","3.500","53.3","13.3","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","15","3.467","26.7","53.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","020","","15","3.467","26.7","46.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","13","3.692","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","13","3.615","46.2","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","15","3.333","13.3","46.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","15","3.633","40.0","53.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","14","3.500","50.0","28.6","7.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"100","031","","15","3.357","26.7","20.0","40.0","6.7",".",".",".",".",".",".",".",".","6.7",".",".","."
"100","033","","15","3.633","53.3","33.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","034","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","036","","15","3.533","33.3","53.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","037","","15","3.700","66.7","20.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","038","","9","3.222","33.3","22.2","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"100","039","","15","3.467","13.3","73.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","14","3.571","50.0","28.6","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"100","041","","15","3.367","26.7","40.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","042","","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","15","3.700","60.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","15","3.167","26.7","13.3","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","046","","15","3.633","33.3","60.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 216 of 478",""
