"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","10","3.950","90.0","10.0",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","101
002","10","3.556","60.0",".","10.0","20.0","",".","",".","",".",".",".","",".",".","",".","","10.0",".",".","."
"Heritage and Values I","Course Total","20","3.763","75.0","5.0","5.0","10.0","",".","",".","",".",".","",".",".","",".","",".","5.0",".",".","."
"","201
001","9","3.889","77.8","22.2",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","201
002","10","3.950","90.0","10.0",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Team, Leadrshp Fundamentals I","Course Total","19","3.921","84.2","15.8",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Leadng People, Effectve Comm I","301
001","19","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"National Security Affairs","401
001","9","3.778","66.7","22.2","11.1",".","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Leadership Laboratory I","501
001","62","",".",".",".",".","",".","",".","",".","100.0",".","",".",".","",".","",".",".",".","."
"102
A F AERO","Dept. Total","129","3.902","43.4","4.7","1.6","1.6","",".","",".","",".","48.1","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","4.000","50.0",".",".",".","",".","",".","",".","50.0","",".",".","",".","",".",".",".",".","."
"Sophomore","","22","3.917","45.5","9.1",".",".","",".","",".","",".","45.5","",".",".","",".","",".",".",".",".","."
"Junior","","42","4.000","52.4",".",".",".","",".","",".","",".","47.6","",".",".","",".","",".",".",".",".","."
"Senior","","35","3.900","42.9","5.7","2.9",".","",".","",".","",".","48.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","","109","3.944","47.7","3.7","0.9",".","",".","",".","",".","47.7","",".",".","",".","",".",".",".",".","."
"Special","","20","3.600","20.0","10.0","5.0","10.0","",".","",".","",".","50.0","",".",".","",".","",".","5.0",".",".","."
"","Dept. Total","129","3.902","43.4","4.7","1.6","1.6","",".","",".","",".","48.1","",".",".","",".","",".","0.8",".",".","."
