"L&S","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION SCI & DISORD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
252
CS&D","1241","3.759","73.9","13.5","7.2","2.7","1.0","0.2","0.3","0.5","",".",".","",".","0.6","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","54","3.620","55.6","25.9","7.4","9.3","1.9",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","135","3.631","60.7","17.8","15.6","3.7","1.5",".","0.7",".","",".",".","",".",".","",".",".",".","."
"Junior","251","3.651","64.9","19.5","8.8","2.8","2.8","0.8","0.4",".","",".",".","",".",".","",".",".",".","."
"Senior","363","3.692","66.7","17.4","8.3","4.1","0.6","0.3","0.6",".","",".",".","",".","1.9","",".",".","0.3","."
"Undergraduates","803","3.663","64.4","18.7","9.6","4.0","1.5","0.4","0.5",".","",".",".","",".","0.9","",".",".","0.1","."
"Special","38","3.748","73.7","7.9","13.2","5.3",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","210","3.982","93.8","2.4","0.5",".",".",".",".","2.9","",".",".","",".","0.5","",".",".",".","."
"Prof Yr 1","62","3.859","83.9","9.7","6.5",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","84","3.955","94.0","3.6","2.4",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","44","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","190","3.938","92.1","4.7","3.2",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Dept. Total","1241","3.759","73.9","13.5","7.2","2.7","1.0","0.2","0.3","0.5","",".",".","",".","0.6","",".",".","0.1","."
