"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
056","19","3.684","63.2","26.3",".","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
058","19","3.737","78.9","5.3",".","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
061","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
064","19","3.684","68.4","21.1","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
066","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
068","19","3.842","84.2",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
073","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
074","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
075","19","3.605","73.7","15.8",".",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","100
076","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
077","19","3.658","63.2","21.1","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
078","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
079","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
080","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
082","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
086","19","3.842","89.5",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
087","19","3.868","84.2","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
088","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
089","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
090","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
092","11","3.556","27.3","45.5",".","9.1",".",".",".",".",".",".",".",".","18.2",".",".","."
"","100
093","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
094","8","3.700","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".","25.0",".",".","12.5"
"","100
098","12","3.500","41.7","25.0","16.7",".","8.3",".",".",".",".",".",".",".","8.3",".",".","."
"","100
099","12","3.500","41.7","16.7","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1268","3.865","84.1","9.8","3.6","0.6","0.6","0.4","0.4",".",".",".",".",".","0.4",".",".","0.1"
"Intro-Theatre & Dramatic Lit","120
001","221","3.784","80.5","11.8","3.2","0.5","1.4",".","2.3","0.5",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","169","3.858","83.4","11.8","3.0",".","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"Science Fiction and Fantasy","141
001","17","3.824","94.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Women's Writing","144
001","155","3.818","80.0","12.3","3.2","1.9","0.6","0.6","0.6","0.6",".",".",".",".",".",".",".","."
"","153
001","227","3.967","95.6","3.1","0.9",".","0.4",".",".",".",".",".",".",".",".",".",".","."
"","153
002","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and the Environment","Course Total","242","3.963","94.6","4.1","0.8",".","0.4",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
002","30","3.833","90.0","6.7",".",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"Truth and Crime","160
001","168","3.590","56.5","17.3","13.1","5.4","2.4",".","1.2",".",".",".",".",".","0.6",".","3.6","."
"Shakespeare","162
001","191","3.715","65.4","20.4","8.4","1.0","2.1","0.5","0.5","1.6",".",".",".",".",".",".",".","."
"British and American Writers","167
001","30","3.630","36.7","46.7","3.3",".","3.3",".",".","6.7",".",".",".",".","3.3",".",".","."
"","168
001","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","168
002","28","3.607","42.9","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Literature","Course Total","50","3.730","58.0","34.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
