"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100","101","","40","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","102","","40","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","103","","38","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemistry Freshman Seminar","Course Total","","118","3.970","95.8","2.5","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"104","001","","39","3.872","94.9",".","2.6",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"104","002","","587","3.942","93.5","1.9","2.0","0.3","0.9","0.2",".","1.2",".",".",".",".",".",".",".","."
"Molecules to Life & Science","Course Total","","626","3.938","93.6","1.8","2.1","0.3","0.8","0.2","0.2","1.1",".",".",".",".",".",".",".","."
"299","046","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics
375","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"501","001","","326","3.652","66.3","13.2","12.9","1.2","5.8","0.6",".",".",".",".",".",".",".",".",".","."
"501","002","","427","3.547","54.3","16.9","19.7","1.2","6.1","0.9",".","0.7",".",".",".",".","0.2",".",".","."
"Introduction-Biochemistry","Course Total","","753","3.593","59.5","15.3","16.7","1.2","6.0","0.8",".","0.4",".",".",".",".","0.1",".",".","."
"General Biochemistry I
507","001","","119","3.004","24.4","19.3","16.8","21.8","11.8","4.2","0.8",".",".",".",".",".",".","0.8",".","."
"General Biochemistry II
508","001","","42","2.780","26.2","11.9","19.0","16.7","9.5","7.1","7.1",".",".",".",".",".",".",".","2.4","."
"Nutr Biochm & Mtblsm
510","001","","86","3.442","50.0","11.6","27.9","4.7","3.5","1.2","1.2",".",".",".",".",".",".",".",".","."
"Biochemical Methods
551","001","","94","3.796","66.0","26.6","5.3","1.1",".",".",".",".",".",".",".",".","1.1",".",".","."
"Protein&Enzyme Struct&Funct
601","001","","23","3.283","21.7","30.4","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Prokaryotic Molecular Biol
612","001","","17","3.794","76.5","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Plant Genetics
631","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mol Ctrl of Mtblsm & Mtblc Dis
645","001","","23","3.478","52.2","8.7","30.4",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis
681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis
691","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","","Page 13 of 478"
