"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","19907","3.497","43.0","24.5","15.8","4.6","2.5","0.7","0.3","0.3","",".","8.0","0.1","0.1","0.1","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","795","3.613","41.3","5.0","4.3","1.1","0.8","0.9","0.3",".","",".","46.0","0.3",".",".","0.1",".","."
"Sophomore","","3105","3.352","34.3","17.3","15.3","5.6","3.3","0.8","0.5",".","",".","22.7","0.1",".","0.0","0.0",".","."
"Junior","","5162","3.395","36.2","25.5","19.4","6.7","3.8","1.0","0.4","0.0","",".","6.9","0.0",".","0.1","0.0",".","."
"Senior","","6340","3.523","43.8","28.3","17.4","4.9","2.2","0.6","0.2","0.1","",".","2.3","0.1",".","0.1",".",".","."
"Undergraduates","","15402","3.451","39.2","24.0","17.0","5.5","2.9","0.8","0.3","0.0","",".","10.2","0.1",".","0.1","0.0",".","."
"Special","","306","3.260","31.0","18.0","22.5","9.2","7.2","1.0","1.0","2.6","",".","2.6","1.3",".","0.3","1.6","1.6","."
"Graduate","","4178","3.701","57.8","27.1","11.1","1.3","0.8","0.2","0.1","1.1","",".","0.1","0.0","0.3","0.1","0.0","0.0","."
"Prof Yr 2","","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","16","3.842","56.3","25.0",".",".",".",".",".",".","",".","18.8",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","21","3.802","52.4","33.3",".",".",".",".",".",".","",".","14.3",".",".",".",".",".","."
"","College Total","19907","3.497","43.0","24.5","15.8","4.6","2.5","0.7","0.3","0.3","",".","8.0","0.1","0.1","0.1","0.1","0.0","."
