"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","35","3.853","77.1","11.4","8.6",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Intro to Mech Eng","201
001","194","3.848","79.9","12.9","5.7","1.0",".","0.5",".",".",".",".",".",".",".",".",".","."
"Geometric Modeling","231
001","210","3.864","88.6","4.8","3.3","1.4","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"Eng. Problem Solving EES","273
001","24","3.792","70.8","16.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","16","3.967","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
056","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
113","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
117","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
004","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
008","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
010","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
012","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
014","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
015","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
016","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
017","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","125","3.936","88.0","11.2","0.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing: Polymers","310
001","161","3.174","13.7","28.0","42.2","14.3","1.2",".","0.6",".",".",".",".",".",".",".",".","."
"Manufac: Metals and Automation","311
001","133","3.605","48.9","28.6","18.8","2.3","1.5",".",".",".",".",".",".",".",".",".",".","."
"Computer-Aided Engineering","331
001","164","3.573","50.6","29.3","12.2","4.9","1.8",".","1.2",".",".",".",".",".",".",".",".","."
"Dynamic Systems","340
001","155","3.200","23.2","24.5","32.3","16.8","0.6","1.3","1.3",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","342
001","137","3.263","29.2","27.0","26.3","10.9","3.6","1.5","1.5",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","351
001","196","3.916","86.2","11.7","1.5",".","0.5",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","352
001","58","3.776","72.4","19.0","3.4","1.7","3.4",".",".",".",".",".",".",".",".",".",".","."
"","361
001","74","3.635","60.8","20.3","10.8","1.4","6.8",".",".",".",".",".",".",".",".",".",".","."
"","361
002","69","3.529","55.1","17.4","14.5","7.2","4.3","1.4",".",".",".",".",".",".",".",".",".","."
"","361
003","66","3.326","39.4","22.7","24.2","6.1","3.0","1.5","3.0",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","209","3.502","52.2","20.1","16.3","4.8","4.8","1.0","1.0",".",".",".",".",".",".",".",".","."
"","363
001","40","3.513","37.5","37.5","17.5","5.0","2.5",".",".",".",".",".",".",".",".",".",".","."
"","363
002","41","3.561","51.2","17.1","24.4","7.3",".",".",".",".",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","Page 152 of 478",""
