"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","101
001","7","2.929","42.9","14.3","14.3",".","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"","101
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Academic Enhancement Seminar","Course Total","17","3.206","52.9","17.6","11.8",".","5.9",".","11.8",".",".",".",".",".",".",".",".","."
"","115
011","29","3.466","65.5","10.3","3.4","6.9","10.3",".","3.4",".",".",".",".",".",".",".",".","."
"","115
012","25","3.400","60.0","12.0","4.0","12.0","8.0",".","4.0",".",".",".",".",".",".",".",".","."
"","115
013","22","3.386","54.5","13.6","9.1",".","22.7",".",".",".",".",".",".",".",".",".",".","."
"","115
014","10","2.550","20.0","10.0","20.0",".","40.0",".","10.0",".",".",".",".",".",".",".",".","."
"","115
021","10","3.600","60.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","115
022","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
032","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","20","3.675","75.0","5.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","115
042","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
043","19","3.684","68.4","15.8","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","115
044","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
045","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
046","20","3.650","60.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","279","3.683","75.3","8.6","5.0","3.9","6.1",".","1.1",".",".",".",".",".",".",".",".","."
"Art/Sci of Human Flourishing","120
001","46","3.783","78.3","8.7","6.5","4.3","2.2",".",".",".",".",".",".",".",".",".",".","."
"","125
001","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
006","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
010","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","125
011","14","3.536","71.4","7.1","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","125
012","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
017","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
018","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","125
020","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
021","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","125
022","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 87 of 478"
