"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","853
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mock Trial","Course Total","36","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
001","13","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"","854
002","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
008","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
009","14","",".",".",".",".",".",".",".","78.6",".",".",".",".",".",".",".","21.4"
"","854
010","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
011","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","10.0"
"","854
013","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","136","",".",".",".",".",".",".",".","93.4",".",".",".",".",".",".",".","6.6"
"","855
001","65","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
002","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
003","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Placement","Course Total","118","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Legl Assist Incarcerated Ppl","862
001","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"Immigration Law","873
001","27","1.400","29.6",".","3.7",".",".",".",".","7.4",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","82","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","83","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"First Amendment","901
001","54","0.635","5.6",".","13.0",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","915
001","17","1.875","17.6",".","35.3",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","915
002","13","1.000","15.4",".","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","915
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
006","14","0.786","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
007","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","56","1.313","12.5",".","14.3",".","1.8",".",".","23.2",".",".",".",".",".",".",".","."
"Interntl Commercial Arbitratn","917
001","35","",".",".",".",".",".",".",".","97.1",".",".",".",".","2.9",".",".","."
"International Human Rights Law","919
001","11","1.273","27.3",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Climate Chng, Humn Rgts & Env","920
001","10","1.444","10.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".","10.0","."
