"","990
016","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"Independent Work","999
007","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"296
ECON","Dept. Total","6109","3.323","34.7","26.4","21.2","9.9","6.0","0.8","0.4","0.1","",".","0.0","",".","0.1","0.3","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","683","3.345","29.6","30.6","24.9","10.0","4.1","0.1","0.3",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","1392","3.245","29.0","27.5","21.0","12.6","7.8","1.4","0.4",".","",".",".","",".",".","0.3",".",".","."
"Junior","","1334","3.205","28.2","24.7","22.8","13.8","8.5","1.1","0.5",".","",".",".","",".",".","0.2","0.1",".","."
"Senior","","1568","3.295","33.1","25.6","21.6","10.5","7.0","0.9","0.4",".","",".","0.2","",".","0.6","0.1",".",".","."
"Undergraduates","","4977","3.263","30.2","26.6","22.2","11.9","7.3","1.0","0.4",".","",".","0.1","",".","0.2","0.2","0.0",".","."
"Special","","56","3.344","33.9","25.0","14.3","14.3","7.1",".",".","5.4","",".",".","",".",".",".",".",".","."
"Graduate","","1076","3.679","55.8","25.6","16.8","0.5","0.1",".","0.2","0.6","",".",".","",".",".","0.6",".",".","."
"","Dept. Total","6109","3.323","34.7","26.4","21.2","9.9","6.0","0.8","0.4","0.1","",".","0.0","",".","0.1","0.3","0.0",".","."
