"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"621","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"621","079","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"621","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"621","099","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","","248","3.991","98.0","1.2","0.4",".",".",".",".",".",".",".",".",".",".","0.4",".","."
"681","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","19","",".",".",".",".",".",".",".",".",".",".",".","84.2",".",".","15.8","."
"Senior Thesis Seminar in Psych
686","001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","14","",".",".",".",".",".",".",".",".",".",".",".","92.9",".",".","7.1","."
"692","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","012","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
