"L&S","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","",""
"Dept. Total
963
GEN&WS","1527","3.826","79.8","10.3","4.3","1.5","1.4","0.4","0.3","0.2","",".","0.4","0.1","0.1","0.9","0.2","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","",""
"Freshmen","167","3.901","87.4","6.0","1.2","1.2","0.6",".","0.6",".","",".","1.8","0.6",".",".","0.6",".","."
"Sophomore","331","3.829","80.4","10.6","3.6","0.6","1.5","0.9","0.3",".","",".","0.9",".",".","1.2",".",".","."
"Junior","412","3.813","79.1","11.9","4.1","1.5","1.5","0.5","0.5",".","",".",".",".",".","1.0",".",".","."
"Senior","539","3.802","77.2","11.1","6.1","2.4","1.5","0.2","0.2",".","",".",".",".","0.4","0.2","0.4","0.4","."
"Undergraduates","1449","3.822","79.6","10.6","4.4","1.6","1.4","0.4","0.3",".","",".","0.4","0.1","0.1","0.6","0.2","0.1","."
"Special","13","3.563","30.8","23.1",".",".","7.7",".",".","23.1","",".",".",".",".","15.4",".",".","."
"Graduate","65","3.967","92.3","1.5","3.1",".",".",".",".",".","",".",".",".",".","3.1",".",".","."
"Dept. Total","1527","3.826","79.8","10.3","4.3","1.5","1.4","0.4","0.3","0.2","",".","0.4","0.1","0.1","0.9","0.2","0.1","."
