"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"","999
116","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
124","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Doctoral Ind. Study","Course Total","26","3.963","84.6","7.7",".",".",".",".",".",".","",".",".","",".",".",".",".","7.7","."
"272
CURRIC","Dept. Total","2346","3.924","76.7","4.3","1.9","0.4","0.1","0.1","0.3","1.9","",".","13.0","",".","0.5","0.6","0.0","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.900","95.8",".","2.1",".",".","2.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","66","3.827","84.8","7.6","1.5",".","3.0","1.5","1.5",".","",".",".","",".",".",".",".",".","."
"Junior","","515","3.885","86.2","6.4","4.3","1.6",".",".","0.8",".","",".","0.4","",".",".","0.4",".",".","."
"Senior","","942","3.937","78.9","4.7","1.6","0.1","0.1","0.1","0.2","0.2","",".","13.9","",".",".",".","0.1","0.1","."
"Undergraduates","","1571","3.912","82.0","5.2","2.5","0.6","0.2","0.2","0.4","0.1","",".","8.5","",".",".","0.1","0.1","0.1","."
"Special","","35","3.972","94.3","2.9",".",".",".",".",".",".","",".",".","",".",".",".",".","2.9","."
"Graduate","","740","3.964","64.5","2.4","0.7","0.1",".",".",".","5.7","",".","23.2","",".","1.6","1.5",".","0.3","."
"","Dept. Total","2346","3.924","76.7","4.3","1.9","0.4","0.1","0.1","0.3","1.9","",".","13.0","",".","0.5","0.6","0.0","0.2","."
