"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"980","058","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","076","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","081","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","083","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","087","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","093","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Review of Current Res","Course Total","","113","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","73","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","002","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","15","",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".",".",".","."
"990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","030","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 211 of 478",""
