"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","Dept. Total","1678","3.826","78.8","5.6","2.6","1.1","1.5","0.8","0.8","",".","",".","8.0","0.2","",".","0.1","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","514","3.766","67.5","8.4","2.7","1.6","2.7","1.0","1.0","",".","",".","14.4","0.4","",".","0.2","0.2",".","."
"Sophomore","","544","3.870","79.2","4.8","2.8","0.2","0.7","0.4","0.7","",".","",".","10.7","0.2","",".",".","0.2",".","."
"Junior","","344","3.807","87.2","4.4","2.6","0.9","1.2","1.5","0.9","",".","",".","0.6",".","",".",".","0.9",".","."
"Senior","","265","3.863","89.1","3.4","1.9","2.3","0.8","0.8","0.8","",".","",".","0.4",".","",".",".","0.8",".","."
"Undergraduates","","1667","3.827","78.8","5.6","2.6","1.1","1.4","0.8","0.8","",".","",".","8.1","0.2","",".","0.1","0.4",".","."
"Special","","10","3.550","70.0","10.0",".",".","20.0",".",".","",".","",".",".",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","1678","3.826","78.8","5.6","2.6","1.1","1.5","0.8","0.8","",".","",".","8.0","0.2","",".","0.1","0.4",".","."
