"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","150","3.883","89.3","4.0","4.0","2.0",".",".","0.7",".",".",".",".",".",".",".",".","."
"","100
002","157","3.876","92.4","1.9","1.9","1.3","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"","100
003","155","3.871","93.5","1.9","0.6","0.6","1.3",".","1.9",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","462","3.877","91.8","2.6","2.2","1.3","0.9",".","1.3",".",".",".",".",".",".",".",".","."
"","102
001","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","20","3.650","80.0",".","10.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","102
005","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","116","3.914","93.1","1.7","3.4",".","0.9","0.9",".",".",".",".",".",".",".",".",".","."
"","104
001","16","3.667","62.5","25.0",".",".",".","6.3",".","6.3",".",".",".",".",".",".",".","."
"","104
002","14","3.393","64.3",".","14.3","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","104
004","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
006","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","74","3.760","77.0","10.8","5.4","1.4","1.4","2.7",".","1.4",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","128","3.902","83.6","13.3","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","155","3.807","80.6","9.0","4.5","1.9","1.3","0.6","0.6","1.3",".",".",".",".",".",".",".","."
"","112
003","16","3.531","43.8","37.5","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","112
004","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","17","3.706","76.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","112
006","16","3.719","81.3","6.3",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","112
007","17","3.735","88.2","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","112
008","15","3.800","80.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","97","3.716","72.2","17.5","3.1","2.1","3.1","1.0","1.0",".",".",".",".",".",".",".",".","."
"","176
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","176
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
004","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","12","3.792","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","176
006","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","74","3.945","90.5","6.8",".","1.4",".",".",".","1.4",".",".",".",".",".",".",".","."
"","212
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing Methods & Concepts","Course Total","80","3.988","98.8",".","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
001","12","3.542","66.7","8.3","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","214
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","19","3.711","78.9","5.3","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","222
001","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 76 of 478"
