"EDU","","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","Dept. Total","932","3.792","81.2","7.6","4.3","2.7","1.7","0.4","0.5","0.1","",".",".","",".","",".","0.6","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","109","3.693","72.5","10.1","8.3","4.6","4.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","242","3.828","82.2","8.7","4.1","2.9","0.8",".","0.4",".","",".",".","",".","",".",".","0.8",".","."
"Junior","","249","3.815","81.5","8.8","3.2","2.8","1.2","0.8",".",".","",".",".","",".","",".","1.2","0.4",".","."
"Senior","","310","3.784","84.5","4.8","3.9","1.9","1.9","0.6","1.0","0.3","",".",".","",".","",".","1.0",".",".","."
"Undergraduates","","910","3.794","81.6","7.6","4.3","2.7","1.8","0.4","0.4","0.1","",".",".","",".","",".","0.7","0.3",".","."
"Special","","13","3.478","46.2","7.7","7.7",".",".",".","7.7",".","",".",".","",".","",".",".","30.8",".","."
"Graduate","","8","3.932","87.5","12.5",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","932","3.792","81.2","7.6","4.3","2.7","1.7","0.4","0.5","0.1","",".",".","",".","",".","0.6","0.8",".","."
