"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Linear Algebra","Course Total","75","3.378","52.0","6.7","24.0","6.7","6.7",".","2.7",".",".",".",".",".","1.3",".",".","."
"Multi-Var Calc & Linear Alg","375
001","50","3.430","46.0","18.0","20.0","12.0","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"","390
108","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
193","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
196","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
198","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
202","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
205","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
272","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
273","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
274","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Research - MXM","Course Total","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","40","3.225","37.5","22.5","15.0","7.5","12.5","5.0",".",".",".",".",".",".",".",".",".","."
"","421
001","37","3.306","37.8","10.8","29.7","10.8","8.1",".",".",".",".",".",".",".","2.7",".",".","."
"","421
002","34","2.955","26.5","8.8","29.4","17.6","5.9","5.9","2.9","2.9",".",".",".",".",".",".",".","."
"","421
003","32","3.469","56.3","15.6","15.6","3.1","6.3",".","3.1",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","103","3.243","39.8","11.7","25.2","10.7","6.8","1.9","1.9","1.0",".",".",".",".","1.0",".",".","."
"Intro-Combinatrl Optimizatn","425
001","22","3.091","40.9","9.1","18.2","9.1","13.6","9.1",".",".",".",".",".",".",".",".",".","."
"","431
001","31","2.883","32.3","6.5","22.6","3.2","22.6","6.5","3.2","3.2",".",".",".",".",".",".",".","."
"","431
002","29","2.724","27.6","6.9","17.2","13.8","24.1","3.4","6.9",".",".",".",".",".",".",".",".","."
"","431
003","30","3.217","40.0","13.3","20.0","10.0","13.3","3.3",".",".",".",".",".",".",".",".",".","."
"","431
004","28","2.929","35.7","7.1","21.4","7.1","17.9","7.1","3.6",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","118","2.940","33.9","8.5","20.3","8.5","19.5","5.1","3.4","0.8",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","23","3.435","34.8","30.4","26.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","467
001","27","3.185","22.2","29.6","25.9","14.8","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"","467
002","35","3.200","37.1","20.0","22.9","8.6","2.9","5.7","2.9",".",".",".",".",".",".",".",".","."
"Introduction to Number Theory","Course Total","62","3.194","30.6","24.2","24.2","11.3","3.2","4.8","1.6",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","21","3.450","38.1","33.3","9.5","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","475
001","24","3.208","41.7","16.7","12.5","8.3","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","475
002","22","3.182","40.9","18.2","22.7",".","4.5","13.6",".",".",".",".",".",".",".",".",".","."
"","475
003","22","3.500","63.6","13.6","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","68","3.294","48.5","16.2","14.7","4.4","8.8","5.9","1.5",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","32","3.323","46.9","15.6","15.6","3.1","12.5",".","3.1",".",".",".",".",".",".",".",".","3.1"
"","521
001","37","3.108","35.1","10.8","24.3","10.8","13.5","5.4",".",".",".",".",".",".",".",".",".","."
"","521
002","24","2.729","25.0","12.5","25.0","8.3","12.5","8.3","8.3",".",".",".",".",".",".",".",".","."
"","521
003","18","3.412","33.3","22.2","27.8","11.1",".",".",".",".",".",".",".",".",".",".","5.6","."
"","521
004","22","3.190","31.8","18.2","18.2","18.2","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"Analysis I","Course Total","101","3.086","31.7","14.9","23.8","11.9","8.9","5.0","2.0","1.0",".",".",".",".",".",".","1.0","."
"","522
001","28","3.696","71.4","7.1","14.3","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","522
002","33","3.219","27.3","21.2","30.3","9.1","6.1","3.0",".","3.0",".",".",".",".",".",".",".","."
"Analysis II","Course Total","61","3.442","47.5","14.8","23.0","6.6","4.9","1.6",".","1.6",".",".",".",".",".",".",".","."
