"ALS","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","Dept. Total","359","3.391","45.4","12.0","15.9","7.2","4.5","2.5","0.6","8.6","",".",".","",".","2.2","",".",".","1.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.813","83.3",".","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","19","3.218","47.4","21.1","5.3",".","15.8","10.5",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","93","3.087","36.6","14.0","21.5","15.1","4.3","6.5","2.2",".","",".",".","",".",".","",".",".",".","."
"Senior","","150","3.528","56.0","12.7","18.0","6.7","6.0","0.7",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","268","3.372","49.3","13.4","18.3","9.0","6.0","3.4","0.7",".","",".",".","",".",".","",".",".",".","."
"Special","","13","3.357","23.1","15.4","15.4","7.7",".",".",".","7.7","",".",".","",".",".","",".",".","30.8","."
"Graduate","","78","3.664","35.9","6.4","7.7","1.3",".",".",".","38.5","",".",".","",".","10.3","",".",".",".","."
"","Dept. Total","359","3.391","45.4","12.0","15.9","7.2","4.5","2.5","0.6","8.6","",".",".","",".","2.2","",".",".","1.1","."
