"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","19275","3.788","77.9","8.1","4.8","1.8","1.7","0.5","0.4","1.7","0.0","2.1","0.0","0.4","0.4","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1866","3.790","82.1","8.7","4.0","1.9","1.7","0.5","0.9",".",".",".",".",".","0.2","0.1",".","."
"Sophomore","","2911","3.742","77.2","10.8","5.4","2.6","2.5","0.7","0.5",".",".",".",".",".","0.3","0.1",".","."
"Junior","","3946","3.742","78.6","9.4","5.9","2.3","2.1","0.8","0.6","0.0",".","0.1",".",".","0.4","0.0",".","."
"Senior","","6399","3.765","77.4","8.8","6.2","2.0","2.1","0.6","0.4","0.1",".","2.0",".",".","0.2","0.0","0.0","."
"Undergraduates","","15122","3.757","78.2","9.3","5.7","2.2","2.1","0.7","0.5","0.1",".","0.9",".",".","0.3","0.0","0.0","."
"Special","","266","3.774","51.5","4.9","3.0","0.8","0.8","0.4","1.1","30.1","0.4","0.4",".","0.4","0.4","1.5","4.5","."
"Graduate","","3882","3.942","78.0","3.4","1.3","0.2","0.1","0.1","0.1","5.9","0.1","7.3","0.0","2.1","1.1","0.0","0.3","."
"Prof Yr 1","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","19283","3.788","77.8","8.1","4.8","1.8","1.7","0.5","0.4","1.7","0.0","2.2","0.0","0.4","0.4","0.1","0.1","."
