"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","Dept. Total","544","3.583","61.6","16.9","10.3","3.9","2.6","0.6","2.2","1.3","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.433","63.8","10.6","8.5","4.3","4.3",".","6.4",".","",".",".","",".","",".","2.1",".",".","."
"Sophomore","","138","3.626","62.3","18.1","11.6","3.6",".","1.4","1.4","0.7","",".",".","",".","",".","0.7",".",".","."
"Junior","","134","3.674","73.1","10.4","4.5","5.2","3.0",".","2.2",".","",".",".","",".","",".","1.5",".",".","."
"Senior","","194","3.538","52.1","23.7","14.4","3.6","4.1","0.5","1.0","0.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","513","3.585","61.4","17.5","10.5","4.1","2.7","0.6","1.9","0.4","",".",".","",".","",".","0.8",".",".","."
"Special","","6","2.500","50.0",".",".",".",".",".","33.3","16.7","",".",".","",".","",".",".",".",".","."
"Graduate","","25","3.857","68.0","8.0","8.0",".",".",".",".","16.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","544","3.583","61.6","16.9","10.3","3.9","2.6","0.6","2.2","1.3","",".",".","",".","",".","0.7",".",".","."
