"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3311","1.259","11.5","0.1","13.1","",".","1.1","0.1","0.1","27.5","",".",".","",".","",".","0.1","0.0","0.0","1.6"
"Summary by College/School","","#","Ave","A","AB","B","BC","","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Special","","17","2.067","11.8","11.8","23.5","",".","11.8",".",".","5.9","",".",".","",".","",".",".",".","5.9","."
"Graduate","","6","3.208","33.3","16.7","16.7","",".","16.7",".",".","16.7","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","909","1.327","17.6",".","19.8","",".","1.3",".",".",".","",".",".","",".","",".",".",".",".","0.1"
"Prof Yr 2","","933","1.250","8.9",".","11.6","",".","1.1","0.1",".","39.2","",".",".","",".","",".",".",".",".","2.5"
"Prof Yr 3","","1332","1.112","8.6",".","9.2","",".","0.7","0.1","0.2","40.1","",".",".","",".","",".","0.2",".",".","2.2"
"Prof Yr 4","","114","1.379","16.7",".","17.5","",".","1.8","1.8",".","8.8","",".",".","",".","",".",".","0.9",".","."
"Professionals","","3288","1.251","11.4",".","13.1","",".","1.0","0.1","0.1","27.7","",".",".","",".","",".","0.1","0.0",".","1.6"
"","College Total","3311","1.259","11.5","0.1","13.1","",".","1.1","0.1","0.1","27.5","",".",".","",".","",".","0.1","0.0","0.0","1.6"
