"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Animal Sciences
101","001","","115","3.235","31.3","25.2","24.3","7.8","7.0","3.5","0.9",".",".",".",".",".",".",".",".","."
"102","001","","38","3.763","86.8","5.3","2.6",".",".","2.6","2.6",".",".",".",".",".",".",".",".","."
"102","002","","36","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"102","003","","35","3.886","82.9","11.4","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Animal Sciences Lab","Course Total","","109","3.844","84.4","9.2","4.6",".",".","0.9","0.9",".",".",".",".",".",".",".",".","."
"135","001","","24","3.667","75.0","12.5","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"135","002","","47","3.915","89.4","4.3","6.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Careers in Animal Sciences","Course Total","","71","3.831","84.5","7.0","5.6","1.4",".",".","1.4",".",".",".",".",".",".",".",".","."
"Biol&Apprec-Companion Anmls
200","001","","113","3.183","40.7","14.2","16.8","11.5","11.5","0.9","3.5","0.9",".",".",".",".",".",".",".","."
"Animal Welfare
245","001","","82","3.476","35.4","37.8","15.9","8.5","2.4",".",".",".",".",".",".",".",".",".",".","."
"299","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Meat Sci & Technology
305","001","","10","3.000","10.0","20.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Animal Growth and Development
336","001","","48","3.927","87.5","10.4","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomics
366","001","","37","3.554","32.4","48.6","16.2","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Livestck Prod&Hlth-Ag Dvlpm
370","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics
375","001","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ruminant Nutr & Metab
414","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl-Monogastrc Nutr Prncpl
415","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reproductive Physiology
434","001","","44","2.784","18.2","22.7","20.5","11.4","11.4","13.6","2.3",".",".",".",".",".",".",".",".","."
"Animal Sciences Proseminar
435","001","","36","3.861","80.6","11.1","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis
682","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","26","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","3.8",".","3.8","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","","Page 31 of 478"
