"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","Dept. Total","423","3.848","76.1","8.5","3.5","1.4","0.7","",".","0.2","5.2","",".",".","",".","4.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.409","58.3",".","16.7","16.7","8.3","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","57","3.707","73.7","14.0","7.0","3.5",".","",".","1.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","112","3.871","81.3","14.3","3.6","0.9",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","165","3.937","92.7","4.2","1.8","0.6","0.6","",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","346","3.854","84.7","9.0","3.8","1.7","0.6","",".","0.3",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","76","3.781","38.2","6.6","2.6",".","1.3","",".",".","27.6","",".",".","",".","23.7","",".",".",".","."
"","Dept. Total","423","3.848","76.1","8.5","3.5","1.4","0.7","",".","0.2","5.2","",".",".","",".","4.3","",".",".",".","."
