"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
002","62","2.400","12.9","9.7","17.7","16.1","21.0","11.3","8.1",".",".",".",".",".","1.6","1.6",".","."
"","112
003","60","2.542","8.3","5.0","30.0","20.0","28.3","6.7","1.7",".",".",".",".",".",".",".",".","."
"","112
004","62","2.629","8.1","12.9","27.4","19.4","25.8","3.2","3.2",".",".",".",".",".",".",".",".","."
"","112
005","58","2.871","13.8","17.2","31.0","15.5","17.2","5.2",".",".",".",".",".",".",".",".",".","."
"","112
006","58","2.914","19.0","19.0","29.3","12.1","13.8","3.4","3.4",".",".",".",".",".",".",".",".","."
"","112
008","61","2.877","11.5","23.0","34.4","14.8","9.8","1.6","4.9",".",".",".",".",".",".",".",".","."
"","112
009","54","2.546","11.1","11.1","33.3","9.3","18.5","11.1","5.6",".",".",".",".",".",".",".",".","."
"","112
010","61","2.951","19.7","13.1","34.4","13.1","14.8","4.9",".",".",".",".",".",".",".",".",".","."
"","112
011","60","2.500","10.0","15.0","23.3","15.0","20.0","10.0","6.7",".",".",".",".",".",".",".",".","."
"","112
012","58","2.957","22.4","8.6","36.2","17.2","12.1",".","3.4",".",".",".",".",".",".",".",".","."
"","112
013","59","2.890","15.3","13.6","30.5","25.4","11.9","1.7","1.7",".",".",".",".",".",".",".",".","."
"","112
014","59","2.576","16.9","10.2","22.0","10.2","28.8","5.1","6.8",".",".",".",".",".",".",".",".","."
"","112
015","61","2.648","8.2","11.5","32.8","9.8","31.1","6.6",".",".",".",".",".",".",".",".",".","."
"","112
016","61","2.762","14.8","16.4","24.6","14.8","23.0","3.3","3.3",".",".",".",".",".",".",".",".","."
"","112
017","60","2.585","13.3","8.3","26.7","16.7","20.0","10.0","3.3",".",".",".",".",".",".",".","1.7","."
"","112
030","6","3.333","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","900","2.714","13.8","13.1","28.8","15.2","19.8","5.6","3.4",".",".",".",".",".","0.1","0.1","0.1","."
"","113
001","60","3.058","28.3","31.7","16.7","3.3","10.0","3.3","6.7",".",".",".",".",".",".",".",".","."
"","113
002","64","3.195","39.1","18.8","17.2","7.8","10.9","4.7","1.6",".",".",".",".",".",".",".",".","."
"","113
003","61","3.352","54.1","13.1","18.0","1.6","6.6","1.6","4.9",".",".",".",".",".",".",".",".","."
"","113
004","56","3.339","48.2","16.1","12.5","8.9","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"","113
005","59","3.517","59.3","5.1","27.1",".","6.8","1.7",".",".",".",".",".",".",".",".",".","."
"","113
006","56","3.464","58.9","12.5","17.9","1.8","3.6","1.8","3.6",".",".",".",".",".",".",".",".","."
"","113
008","66","3.371","47.0","24.2","15.2","4.5","3.0","1.5","4.5",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","422","3.326","47.6","17.5","17.8","4.0","7.3","2.6","3.1",".",".",".",".",".",".",".",".","."
"","114
001","244","3.092","33.2","17.2","20.5","13.5","8.2","4.5","2.9",".",".",".",".",".",".",".",".","."
"","114
002","260","3.179","30.4","22.7","25.8","9.2","6.5","3.5","1.9",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","504","3.137","31.7","20.0","23.2","11.3","7.3","4.0","2.4",".",".",".",".",".",".",".",".","."
"","141
001","120","3.400","42.5","25.0","19.2","3.3","7.5","1.7","0.8",".",".",".",".",".",".",".",".","."
"","141
003","57","3.571","52.6","22.8","14.0","5.3","1.8","1.8",".",".",".",".",".",".",".",".","1.8","."
"Quant Reasoning&Prob Solvng","Course Total","177","3.455","45.8","24.3","17.5","4.0","5.6","1.7","0.6",".",".",".",".",".",".",".","0.6","."
"Calc with Algebra & Trig I","171
001","59","2.254","6.8","11.9","22.0","5.1","27.1","23.7","3.4",".",".",".",".",".",".",".",".","."
"","211
002","425","3.077","39.5","8.2","25.9","4.7","10.8","7.5","2.6",".",".",".",".",".","0.7",".",".","."
"","211
003","205","3.079","36.1","9.8","24.4","5.9","17.1","4.4","1.5",".",".",".",".",".","1.0",".",".","."
"Survey of Calculus","Course Total","630","3.078","38.4","8.7","25.4","5.1","12.9","6.5","2.2",".",".",".",".",".","0.8",".",".","."
"Calc/Intro-Differntl Equats","213
001","224","3.121","37.5","9.4","33.0","2.2","10.3","4.0","3.6",".",".",".",".",".",".",".",".","."
"","221
001","209","2.679","22.5","8.1","25.8","4.3","24.9","11.5","2.9",".",".",".",".",".",".",".",".","."
"","221
002","219","2.711","21.0","11.0","23.3","7.3","24.2","11.0","1.8",".",".",".",".",".","0.5",".",".","."
"","221
003","223","2.843","30.0","11.7","23.3","3.6","17.9","8.5","4.9",".",".",".",".",".",".",".",".","."
"","221
004","177","2.602","19.8","7.9","26.6","10.2","18.6","9.6","6.8",".",".",".",".",".","0.6",".",".","."
"","221
005","252","2.916","31.3","11.5","21.8","3.6","21.8","6.7","2.8",".",".",".",".",".",".",".","0.4","."
"","221
007","257","2.815","28.4","9.7","21.8","4.3","23.3","7.8","3.5",".",".",".",".",".","0.8",".","0.4","."
