"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","Dept. Total","572","3.781","67.3","12.8","5.2","1.6","1.2","0.7","0.2","9.4","",".",".","",".","0.5","0.5",".","0.3","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","141","3.780","75.2","14.2","6.4","1.4","2.1","0.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","218","3.772","73.9","15.1","6.9","1.8","0.5","0.9","0.5",".","",".",".","",".",".",".",".",".","0.5"
"Junior","","75","3.760","70.7","18.7","5.3","2.7","2.7",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","68","3.803","80.9","8.8","2.9","1.5","1.5","1.5",".",".","",".",".","",".","2.9",".",".",".","."
"Undergraduates","","502","3.777","74.7","14.5","6.0","1.8","1.4","0.8","0.2",".","",".",".","",".","0.4",".",".",".","0.2"
"Special","","49","4.000","8.2",".",".",".",".",".",".","89.8","",".",".","",".",".","2.0",".",".","."
"Graduate","","21","4.000","28.6",".",".",".",".",".",".","47.6","",".",".","",".","4.8","9.5",".","9.5","."
"","Dept. Total","572","3.781","67.3","12.8","5.2","1.6","1.2","0.7","0.2","9.4","",".",".","",".","0.5","0.5",".","0.3","0.2"
