"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","Dept. Total","704","3.755","66.1","22.2","10.4","1.0","0.1","",".","0.1","",".","",".",".","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","166","3.927","95.2","1.8","3.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","320","3.953","95.6","1.3","0.6","0.3",".","",".",".","",".","",".",".","",".","",".","",".","2.2",".","."
"Junior","","259","3.638","66.4","21.2","8.9","1.2",".","",".",".","",".","",".",".","",".","",".","",".","2.3",".","."
"Senior","","337","3.677","58.5","27.9","12.2","0.9","0.3","",".","0.3","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1082","3.746","77.0","14.4","6.6","0.6","0.1","",".","0.1","",".","",".",".","",".","",".","",".","1.2",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","35","3.934","94.3",".","5.7",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1118","3.755","77.5","14.0","6.5","0.6","0.1","",".","0.1","",".","",".",".","",".","",".","",".","1.2",".","."
