"","990
151","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
152","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
154","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","62","",".",".",".",".","",".","",".","",".","91.9","",".",".","",".","8.1","",".",".",".","."
"700
ONCOLOGY","Dept. Total","205","3.799","51.7","9.3","6.3","2.0","",".","",".","",".","27.8","",".",".","",".","2.4","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","***","","","","","","","","","","","","","",".","",".",".","",".",".","33.3","."
"Junior","","26","3.776","69.2","19.2","7.7","3.8","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","57","3.787","70.2","17.5","8.8","3.5","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","86","3.789","69.8","17.4","8.1","3.5","",".","",".","",".",".","",".",".","",".",".","",".",".","1.2","."
"Special","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","115","3.803","38.3","3.5","5.2","0.9","",".","",".","",".","47.8","",".",".","",".","4.3","",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","3","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","205","3.799","51.7","9.3","6.3","2.0","",".","",".","",".","27.8","",".",".","",".","2.4","",".",".","0.5","."
