"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"699","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","39","3.966","94.9",".","2.6",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"Chemical Biology
704","001","","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"From Atoms to Molecules
719","001","","11","3.818","81.8","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Communication
721","001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"729","007","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","008","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics","Course Total","","68","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys
872","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Nutr&Metabolism (Adv)
901","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Molecular Virology (Adv)
910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reg Gene Expression Adv Sem
917","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sngl Molec Apprchs to Biology
918","001","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Synthetic Biology Seminar
919","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr
932","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Chemical Biology (Adv)
945","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","15","",".",".",".",".",".",".",".","13.3",".",".",".","86.7",".",".",".","."
"990","078","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","082","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","5","***","","","","","","","","","",".",".",".",".",".",".","."
