"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","",""
"Earth Partnership IAS","106","001","15","3.893","80.0","6.7","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","210","003","17","3.588","64.7","23.5","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","210","004","19","3.500","57.9","26.3","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"Intro Land Arch Design Studio","","Course Total","36","3.542","61.1","25.0","5.6",".","2.8",".","5.6",".",".",".",".",".",".",".",".","."
"Survey of Land Arch Design","250","011","148","3.590","73.6","7.4","8.1","1.4","1.4","0.7","5.4","1.4",".",".",".",".","0.7",".",".","."
"Prin Land Arc Dsgn&Graphics","261","002","27","3.593","33.3","55.6","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to frameworks and tech","311","001","89","3.693","67.4","16.9","6.7","5.6","1.1",".","1.1",".",".",".",".",".","1.1",".",".","."
"Landscape Arch Tech II","354","001","32","2.969","18.8","21.9","25.0","15.6","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"Eco-Restoration Education","363","001","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mindfulness in Restorative Env","373","001","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plants for Eco Design I","380","001","30","3.707","70.0","6.7","13.3","3.3","3.3",".",".","3.3",".",".",".",".",".",".",".","."
"Adv Visual Communication","460","001","31","3.613","51.6","29.0","9.7","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"Professionl Pract-Land Arch","550","001","13","3.308","23.1","46.2","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Plants and Ecology in Design","560","001","31","3.742","74.2","9.7","9.7","3.2","3.2",".",".",".",".",".",".",".",".",".",".","."
"Designing Sustainable Regions","563","002","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Landscape Arch","610","001","13","3.231","23.1","30.8","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"Culture and Built Environment","639","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Restoration Ecology","668","001","19","3.139","31.6","10.5","36.8","5.3","5.3",".","5.3",".",".",".",".",".","5.3",".",".","."
"","699","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Land Arch","","Course Total","7","3.900","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","4","***","","","","","","","","","","","","","","","",""
