"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","168","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","98","3.992","98.0",".","1.0",".",".",".",".",".",".",".",".",".",".",".","1.0","."
"Chemical Biology
704","001","","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorg&Organometal Chemistry
713","001","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organometal-Transitn Elemts
714","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"721","001","","12","3.708","66.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"721","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Instrumental Analysis","Course Total","","13","3.667","61.5","7.7","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"725","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"725","002","","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
