"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Dept. Total
912
SPANISH","1808","3.531","58.4","15.3","14.2","3.5","5.8","0.7","0.7","1.0","0.1",".","",".","0.4","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","302","3.487","51.0","20.2","17.9","5.0","5.0","0.3","0.7",".",".",".","",".",".",".",".",".","."
"Sophomore","469","3.528","58.6","15.8","13.6","3.8","7.0","0.4","0.4","0.2",".",".","",".",".",".",".",".","."
"Junior","441","3.491","54.9","17.0","17.5","3.6","5.2","1.1","0.7",".",".",".","",".",".",".",".",".","."
"Senior","509","3.561","65.0","12.4","11.2","2.9","6.3","1.0","1.0",".",".",".","",".",".","0.2",".",".","."
"Undergraduates","1721","3.520","58.2","15.9","14.6","3.7","6.0","0.8","0.7","0.1",".",".","",".",".","0.1",".",".","."
"Special","8","3.714","75.0","12.5",".",".","12.5",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","77","3.904","59.7","2.6","5.2",".",".",".",".","22.1","1.3",".","",".","9.1",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1808","3.531","58.4","15.3","14.2","3.5","5.8","0.7","0.7","1.0","0.1",".","",".","0.4","0.1",".",".","."
